antecedent,consequent,support,confidence,lift,count
Coconut Water,Acai Berry Bowl,0.008491327148043565,0.5171990171990172,19.17930237301965,421
Chardonnay (Glass),Grilled Atlantic Salmon,0.008713190802743041,0.5130641330166271,18.433130228235054,432
Grilled Asparagus,Grilled Atlantic Salmon,0.008511496571198063,0.4720357941834452,16.959083098271893,422
Kombucha (Ginger),Quinoa Power Bowl,0.008430818878580073,0.4442082890541976,17.314345103228867,418
Premium Cabernet Sauvignon (Glass),8oz Filet Mignon,0.006292860024203308,0.43758765778401126,19.098235979693026,312
Miso Soup,California Roll,0.005627269060104881,0.4366197183098592,11.613522335731126,279
Dragon Roll,Salmon Nigiri (2pc),0.012384025816861637,0.42847173761339846,10.827537589639295,614
Roasted Chickpeas,Quinoa Power Bowl,0.006313029447357806,0.4167776298268975,16.2451532129069,313
Miso Soup,Salmon Nigiri (2pc),0.00536506655909641,0.4162754303599374,10.519335289116054,266
French Fries,Hot Dog with Mustard,0.014017749092375959,0.40978773584905664,6.323459677371997,695
Spicy Tuna Roll,California Roll,0.014158935054457443,0.39593908629441626,10.531469902616502,702
California Roll,Spicy Tuna Roll,0.014158935054457443,0.37660944206008584,10.5314699026165,702
Orange Juice,Avocado Toast,0.011012505042355788,0.37269624573378834,8.31231662774684,546
Classic Margarita,Steak Fajitas,0.006393707139975797,0.3707602339181286,10.87066374787748,317
Edamame,Spicy Tuna Roll,0.006212182331585317,0.3706377858002407,10.364479086280843,308
French Fries,Bacon Double Burger,0.012525211778943121,0.36615566037735847,6.65957360290148,621
Onion Rings,Spicy BBQ Bacon Burger,0.006413876563130295,0.36551724137931035,7.087346432376304,318
Fruit Smoothie,Oatmeal with Berries,0.006252521177894313,0.341409691629956,7.580426561134446,310
Vegan Buddha Bowl,Acai Berry Bowl,0.0061113352158128275,0.3393057110862262,12.582481043870677,303
Tuna Sashimi (5pc),Spicy Tuna Roll,0.0081686163775716,0.3372189841798501,9.429958959750122,405
Matcha Green Tea Latte,Oatmeal with Berries,0.005022186365469947,0.32980132450331123,7.32268234163644,249
Quinoa Power Bowl,Kombucha (Ginger),0.008430818878580073,0.32861635220125784,17.314345103228867,418
Cold Pressed Green Juice,Kale & Sweet Potato Salad,0.005849132714804356,0.3265765765765765,15.921009505080299,290
Cold Pressed Green Juice,Acai Berry Bowl,0.005768455022186365,0.32207207207207206,11.94340563450511,286
Garlic Mashed Potatoes,8oz Filet Mignon,0.005405405405405406,0.3209580838323353,14.008012144724635,268
Quinoa Power Bowl,Acai Berry Bowl,0.008188785800726099,0.3191823899371069,11.836247489215976,406
Horchata,Cheese Quesadilla,0.004981847519160952,0.31788931788931796,9.238541841120975,247
Spicy Jalapeno Margarita,Steak Fajitas,0.006716417910447761,0.31653992395437264,9.280928107426254,333
Acai Berry Bowl,Coconut Water,0.008491327148043565,0.31488406881077036,19.17930237301965,421
Cold Pressed Green Juice,Vegan Buddha Bowl,0.005607099636950383,0.31306306306306303,17.381485628966033,278
Grilled Atlantic Salmon,Chardonnay (Glass),0.008713190802743041,0.3130434782608696,18.433130228235054,432
Salmon Nigiri (2pc),Dragon Roll,0.012384025816861637,0.3129459734964322,10.827537589639295,614
Grilled Tofu Wrap,Quinoa Power Bowl,0.005808793868495361,0.3127035830618892,12.188556327207914,288
Vegan Buddha Bowl,Cold Pressed Green Juice,0.005607099636950383,0.3113101903695409,17.381485628966033,278
Guacamole,Tortilla Chips,0.00536506655909641,0.3089430894308943,13.238892285206344,266
Grilled Atlantic Salmon,Grilled Asparagus,0.008511496571198063,0.30579710144927535,16.959083098271893,422
Cappuccino,Breakfast Sandwich (Egg & Cheese),0.0070189592577652275,0.30499561787905344,7.530718493248739,348
Vegan Buddha Bowl,Quinoa Power Bowl,0.005486083098023397,0.30459126539753645,11.872354511328503,272
Kombucha (Ginger),Acai Berry Bowl,0.005768455022186365,0.3039319872476089,11.270716475494726,286
Acai Berry Bowl,Quinoa Power Bowl,0.008188785800726099,0.3036649214659686,11.836247489215976,406
Black Tea,Oatmeal with Berries,0.008309802339653087,0.3036109064112012,6.741168266846106,412
Herb-Crusted Rack of Lamb,Grilled Atlantic Salmon,0.0060104881000403385,0.3034623217922607,10.902653561203104,298
Sprite,Chicken Tenders (4pc),0.006494554255748286,0.30206378986866794,5.443955907556727,322
Old Fashioned Cocktail,Herb-Crusted Rack of Lamb,0.005062525211778943,0.3013205282112845,15.213311393803957,251
Kale & Sweet Potato Salad,Acai Berry Bowl,0.0061516740621218235,0.2999016715830875,11.121260192288316,305
Grilled Asparagus,8oz Filet Mignon,0.005405405405405406,0.2997762863534676,13.083546018842362,268
Peroni Beer,Margherita Pizza,0.007119806373537717,0.2958927074601844,9.88568762525333,353
Kale & Sweet Potato Salad,Quinoa Power Bowl,0.0060306575231948364,0.2940019665683382,11.459604954762742,299
Iced Latte,Avocado Toast,0.009338442920532472,0.2926675094816687,6.52742020697307,463
Grilled Tofu Wrap,Acai Berry Bowl,0.005405405405405406,0.2909880564603692,10.790716409353106,268
Hot Sake (Small),Tuna Sashimi (5pc),0.005808793868495361,0.2859980139026812,11.806645736298863,288
Kale & Sweet Potato Salad,Cold Pressed Green Juice,0.005849132714804356,0.28515240904621436,15.9210095050803,290
8oz Filet Mignon,Grilled Atlantic Salmon,0.006393707139975797,0.2790492957746479,10.025553684425393,317
Mac & Cheese,Philly Cheesesteak,0.007402178297700686,0.27845220030349016,7.0617187166481035,367
Everything Bagel with Cream Cheese,Cold Brew Coffee,0.008854376764824526,0.2754077791718946,8.295697260839935,439
8oz Filet Mignon,Premium Cabernet Sauvignon (Glass),0.006292860024203308,0.27464788732394363,19.098235979693023,312
Dr Pepper,Bacon Double Burger,0.00663574021782977,0.27325581395348836,4.969927826784282,329
Tuna Sashimi (5pc),Salmon Nigiri (2pc),0.006514723678902783,0.26894254787676936,6.796213824531205,323
California Roll,Salmon Nigiri (2pc),0.010064542154094393,0.2677038626609442,6.764912084979416,499
Cold Brew Coffee,Everything Bagel with Cream Cheese,0.008854376764824526,0.26670716889428914,8.295697260839935,439
Vegetable Udon,Spicy Tuna Roll,0.007240822912464704,0.2631964809384164,7.3600008600827325,359
Chocolate Chip Cookie,Cold Brew Coffee,0.007260992335619202,0.26296566837107377,7.920922137204032,360
14oz Ribeye,8oz Filet Mignon,0.004981847519160952,0.2624867162592986,11.456066366316922,247
Vegetable Udon,Salmon Nigiri (2pc),0.007139975796692215,0.2595307917888563,6.558377500964065,354
Herb-Crusted Rack of Lamb,Old Fashioned Cocktail,0.005062525211778943,0.2556008146639511,15.213311393803957,251
Hot Sake (Small),California Roll,0.0051835417507059296,0.2552135054617676,6.788350644203024,257
Salmon Nigiri (2pc),California Roll,0.010064542154094393,0.2543323139653415,6.764912084979416,499
Tortilla Chips,Chicken Burrito,0.00590964098426785,0.25324114088159033,8.168962761814736,293
Pork Ramen,California Roll,0.005344897135941912,0.25214081826831586,6.706621121106814,265
Bacon Double Burger,Hot Dog with Mustard,0.01381605486083098,0.25128393250183423,3.8775777695116527,685
Pork Ramen,Salmon Nigiri (2pc),0.005284388866478419,0.24928639391056137,6.299500209014084,262
Coca-Cola,Classic Cheeseburger,0.007684550221863655,0.24837027379400262,6.725394961609312,381
Chicken Tenders (4pc),Hot Dog with Mustard,0.013735377168212989,0.247546346782988,3.819902855119995,681
Quinoa Power Bowl,Roasted Chickpeas,0.006313029447357806,0.2460691823899371,16.2451532129069,313
Avocado Toast,Orange Juice,0.011012505042355788,0.24561403508771928,8.31231662774684,546
Spicy BBQ Bacon Burger,Hot Dog with Mustard,0.01264622831787011,0.24520922956589755,3.7838386560464365,627
Iced Latte,Blueberry Muffin,0.007805566760790641,0.24462705436156762,7.2022620874385535,387
Cappuccino,Almond Croissant,0.005627269060104881,0.24452234881682733,10.0609278459239,279
Vegetable Udon,California Roll,0.006716417910447761,0.24413489736070382,6.493673933017004,333
Philly Cheesesteak,Hot Dog with Mustard,0.009499798305768454,0.24092071611253196,3.71766234200415,471
Spicy Tuna Roll,Salmon Nigiri (2pc),0.008612343686970553,0.24083474337281444,6.0859258799307545,427
Tuna Sashimi (5pc),Hot Sake (Small),0.005808793868495361,0.23980016652789343,11.806645736298863,288
Butter Croissant,Espresso,0.0061113352158128275,0.23971518987341772,9.093404065741431,303
Spicy BBQ Bacon Burger,Chicken Tenders (4pc),0.012323517547398145,0.23895189675400863,4.30651946240049,611
Margherita Pizza,Peroni Beer,0.007119806373537717,0.23787061994609163,9.88568762525333,353
Crispy Chicken Sandwich,Hot Dog with Mustard,0.011436062928600242,0.23783557046979867,3.67005527043032,567
Dragon Roll,California Roll,0.006837434449374748,0.23656664340544314,6.29236812234006,339
Breakfast Sandwich (Egg & Cheese),Avocado Toast,0.009560306575231948,0.23605577689243026,5.264797759031351,474
Pork Ramen,Spicy Tuna Roll,0.005002016942315449,0.2359657469077069,6.598523255320986,248
Tortilla Chips,Pork Carnitas Bowl,0.005506252521177894,0.23595505617977525,6.773973182045893,273
8oz Filet Mignon,Garlic Mashed Potatoes,0.005405405405405406,0.2359154929577465,14.008012144724637,268
8oz Filet Mignon,Grilled Asparagus,0.005405405405405406,0.2359154929577465,13.083546018842362,268
Quinoa Power Bowl,Kale & Sweet Potato Salad,0.0060306575231948364,0.23506289308176098,11.459604954762742,299
Buffalo Wings (10pc),Hot Dog with Mustard,0.0060508269463493344,0.23492560689115113,3.625151444028407,300
Spaghetti Carbonara,Garlic Bread,0.005889471561113352,0.2347266881028939,8.30081968341047,292
Chicken Enchiladas,Beef Tacos (3pc),0.007220653489310206,0.23368146214099217,6.628104629834319,358
Blueberry Muffin,Oatmeal with Berries,0.00790641387656313,0.23277909738717342,5.1684673750363,392
Espresso,Oatmeal with Berries,0.0061315046389673255,0.2325937260902831,5.1643515179383055,304
Diet Coke,Hot Dog with Mustard,0.007644211375554659,0.23237277743715512,3.585758576201105,379
Mac & Cheese,Hot Dog with Mustard,0.0061718434852763215,0.23216995447647953,3.5826288026591517,306
Espresso,Butter Croissant,0.0061113352158128275,0.23182861514919662,9.093404065741431,303
Almond Croissant,Cappuccino,0.005627269060104881,0.23153526970954355,10.0609278459239,279
Tuna Sashimi (5pc),California Roll,0.005607099636950383,0.231473771856786,6.156904296491121,278
Tortilla Chips,Guacamole,0.00536506655909641,0.22990492653414,13.238892285206344,266
Blueberry Muffin,Iced Latte,0.007805566760790641,0.2298099762470309,7.202262087438553,387
Grilled Atlantic Salmon,8oz Filet Mignon,0.006393707139975797,0.22971014492753625,10.025553684425393,317
Dr Pepper,Hot Dog with Mustard,0.005566760790641388,0.2292358803986711,3.5373529256663905,276
Spicy Tuna Roll,Tuna Sashimi (5pc),0.0081686163775716,0.22842639593908626,9.429958959750122,405
Acai Berry Bowl,Kale & Sweet Potato Salad,0.0061516740621218235,0.2281226626776365,11.121260192288316,305
Iced Tea,Hot Dog with Mustard,0.005647438483259379,0.22801302931596093,3.518483035631915,280
Bacon Double Burger,French Fries,0.012525211778943121,0.22780630961115186,6.65957360290148,621
Avocado Toast,Oatmeal with Berries,0.010205728116175877,0.2276203328834908,5.0539257072832395,506
Bacon Double Burger,Chicken Tenders (4pc),0.012484872932634127,0.22707263389581805,4.0924250049271755,619
Acai Berry Bowl,Vegan Buddha Bowl,0.0061113352158128275,0.22662677636499626,12.582481043870677,303
Oatmeal with Berries,Avocado Toast,0.010205728116175877,0.22660098522167488,5.0539257072832395,506
Quinoa Power Bowl,Grilled Tofu Wrap,0.005808793868495361,0.22641509433962265,12.188556327207916,288
Dragon Roll,Spicy Tuna Roll,0.006534893102057281,0.2260990928122819,6.322613097367703,324
Chicken Enchiladas,Pork Carnitas Bowl,0.006978620411456232,0.2258485639686684,6.483828489615854,346
Chicken Tenders (4pc),Bacon Double Burger,0.012484872932634127,0.22500908760450747,4.0924250049271755,619
Classic Cheeseburger,Hot Dog with Mustard,0.008289632916498589,0.22446750409612234,3.463771818576329,411
Chicken Tenders (4pc),Spicy BBQ Bacon Burger,0.012323517547398145,0.2221010541621229,4.30651946240049,611
Steak Fajitas,Cheese Quesadilla,0.00754336425978217,0.22117090479006504,6.427698393605759,374
Cheese Quesadilla,Pork Carnitas Bowl,0.007563533682936668,0.21981242672919107,6.310538573962533,375
Pork Carnitas Bowl,Beef Tacos (3pc),0.007644211375554659,0.21945570353213667,6.22460742627193,379
Cheese Quesadilla,Steak Fajitas,0.00754336425978217,0.21922626025791322,6.427698393605759,374
Garlic Bread,Fettuccine Alfredo,0.006192012908430819,0.21897289586305277,7.395555978808008,307
Cold Brew Coffee,Chocolate Chip Cookie,0.007260992335619202,0.21871202916160387,7.920922137204032,360
Steak Fajitas,Pork Carnitas Bowl,0.007442517144009681,0.21821407451212302,6.264651890162744,369
Chicken Burrito,Pork Carnitas Bowl,0.006756756756756757,0.21795705920624595,6.257273303674392,335
Crispy Chicken Sandwich,Bacon Double Burger,0.010467930617184349,0.2177013422818792,3.9595130412089405,519
Salmon Nigiri (2pc),Spicy Tuna Roll,0.008612343686970553,0.21763506625891949,6.0859258799307545,427
8oz Filet Mignon,14oz Ribeye,0.004981847519160952,0.21742957746478875,11.456066366316923,247
Chicken Enchiladas,Cheese Quesadilla,0.006716417910447761,0.21736292428198434,6.317030355158724,333
Pork Carnitas Bowl,Cheese Quesadilla,0.007563533682936668,0.21713954834973945,6.310538573962533,375
Beef Tacos (3pc),Pork Carnitas Bowl,0.007644211375554659,0.21681922196796335,6.22460742627193,379
French Fries,Crispy Chicken Sandwich,0.007402178297700686,0.21639150943396226,4.500289864822085,367
Hot Dog with Mustard,French Fries,0.014017749092375959,0.21630874572051043,6.323459677371997,695
Garlic Bread,Beef Lasagna,0.0061113352158128275,0.21611982881597716,7.138721594068053,303
Chicken Burrito,Steak Fajitas,0.006696248487293263,0.21600520494469744,6.333257280401005,332
Grilled Atlantic Salmon,Herb-Crusted Rack of Lamb,0.0060104881000403385,0.21594202898550724,10.902653561203104,298
Philly Cheesesteak,Chicken Tenders (4pc),0.008471157724889069,0.21483375959079287,3.871849436754457,420
Acai Berry Bowl,Cold Pressed Green Juice,0.005768455022186365,0.2139117427075542,11.943405634505108,286
Acai Berry Bowl,Kombucha (Ginger),0.005768455022186365,0.2139117427075542,11.270716475494725,286
Quinoa Power Bowl,Vegan Buddha Bowl,0.005486083098023397,0.2138364779874214,11.872354511328503,272
Pork Carnitas Bowl,Steak Fajitas,0.007442517144009681,0.2136653155761436,6.264651890162744,369
Avocado Toast,Breakfast Sandwich (Egg & Cheese),0.009560306575231948,0.21322537112010798,5.264797759031351,474
Hot Dog with Mustard,Bacon Double Burger,0.01381605486083098,0.2131963896669779,3.8775777695116527,685
French Fries,Classic Cheeseburger,0.007281161758773699,0.21285377358490565,5.763675638634419,361
Chicken Burrito,Beef Tacos (3pc),0.006595401371520774,0.2127521145087833,6.03446787033494,327
Hot Dog with Mustard,Chicken Tenders (4pc),0.013735377168212989,0.2119514472455649,3.8199028551199956,681
Coca-Cola,Hot Dog with Mustard,0.006534893102057281,0.21121251629726207,3.2592332891435585,324
Cheese Quesadilla,Beef Tacos (3pc),0.007260992335619202,0.21101992966002345,5.985336448823777,360
Chicken Enchiladas,Steak Fajitas,0.006514723678902783,0.2108355091383812,6.181682166221727,323
Buffalo Wings (10pc),Chicken Tenders (4pc),0.005425574828559903,0.21064996084573218,3.7964467679866964,269
Crispy Chicken Sandwich,Chicken Tenders (4pc),0.010104881000403389,0.2101510067114094,3.787454348510243,501
Steak Fajitas,Beef Tacos (3pc),0.007160145219846713,0.2099349497338853,5.954562247028623,355
Fettuccine Alfredo,Garlic Bread,0.006192012908430819,0.20912806539509535,7.395555978808008,307
Classic Cheeseburger,Bacon Double Burger,0.007704719645018152,0.20862916439104315,3.7945098938033452,382
Avocado Toast,Iced Latte,0.009338442920532472,0.20827710301394511,6.527420206973071,463
Garlic Bread,Spaghetti Carbonara,0.005889471561113352,0.20827389443651925,8.30081968341047,292
Classic Cheeseburger,Coca-Cola,0.007684550221863655,0.20808301474604043,6.725394961609312,381
Iced Tea,Chicken Tenders (4pc),0.0051432029043969344,0.20765472312703584,3.742464984601395,255
Chocolate Chip Cookie,Oatmeal with Berries,0.005687777329568374,0.2059897735573411,4.573655608138366,282
Beef Tacos (3pc),Cheese Quesadilla,0.007260992335619202,0.20594965675057209,5.985336448823777,360
Buffalo Wings (10pc),Bacon Double Burger,0.005284388866478419,0.20516836335160532,3.7315654640398357,262
Beef Tacos (3pc),Chicken Enchiladas,0.007220653489310206,0.20480549199084666,6.628104629834319,358
Classic Cheeseburger,Chicken Tenders (4pc),0.007523194836627672,0.20371381758601856,3.671439867653508,373
Beef Tacos (3pc),Steak Fajitas,0.007160145219846713,0.20308924485125857,5.954562247028623,355
Spicy Tuna Roll,Vegetable Udon,0.007240822912464704,0.20248166948674562,7.360000860082733,359
Beef Lasagna,Garlic Bread,0.0061113352158128275,0.20186542305129912,7.138721594068053,303
Crispy Chicken Sandwich,Spicy BBQ Bacon Burger,0.009701492537313432,0.20176174496644295,3.9121420866000163,481
Diet Coke,Bacon Double Burger,0.00663574021782977,0.2017167381974249,3.668787923634749,329
Butter Croissant,Oatmeal with Berries,0.0051230334812424365,0.2009493670886076,4.461741880991117,254
Chocolate Chip Cookie,Avocado Toast,0.00554659136748689,0.20087655222790357,4.480188690715006,275
Everything Bagel with Cream Cheese,Oatmeal with Berries,0.00645421540943929,0.20075282308657466,4.457377952813422,320
Acai Berry Bowl,Grilled Tofu Wrap,0.005405405405405406,0.20044876589379207,10.790716409353106,268
Chicken Burrito,Cheese Quesadilla,0.006212182331585317,0.20039037085230968,5.8237717390723995,308
Pork Carnitas Bowl,Chicken Enchiladas,0.006978620411456232,0.2003474232773596,6.4838284896158545,346
Spicy BBQ Bacon Burger,Bacon Double Burger,0.010326744655102865,0.20023464998044585,3.641831968463135,512
Blueberry Muffin,Breakfast Sandwich (Egg & Cheese),0.006776926179911254,0.1995249406175772,4.926517209073444,336
Diet Coke,Chicken Tenders (4pc),0.006555062525211779,0.19926425505824646,3.591247461209691,325
Blueberry Muffin,Avocado Toast,0.006756756756756757,0.19893111638954872,4.436799258026912,335
Orange Juice,Oatmeal with Berries,0.005849132714804356,0.19795221843003413,4.395195248437569,290
Breakfast Sandwich (Egg & Cheese),Oatmeal with Berries,0.008007260992335619,0.1977091633466135,4.389798620118718,397
Black Tea,Avocado Toast,0.005405405405405406,0.19749447310243184,4.404757524254868,268
Classic Cheeseburger,French Fries,0.007281161758773699,0.1971600218459858,5.76367563863442,361
Steak Fajitas,Spicy Jalapeno Margarita,0.006716417910447761,0.19692489651094028,9.280928107426254,333
Steak Fajitas,Chicken Burrito,0.006696248487293263,0.19633353045535187,6.333257280401005,332
Cold Brew Coffee,Avocado Toast,0.006494554255748286,0.1956257594167679,4.3630792406132946,322
Cheese Quesadilla,Chicken Enchiladas,0.006716417910447761,0.1951934349355217,6.317030355158724,333
Hot Dog with Mustard,Spicy BBQ Bacon Burger,0.01264622831787011,0.19514472455648926,3.7838386560464365,627
Classic Cheeseburger,Spicy BBQ Bacon Burger,0.007200484066155708,0.19497542326597486,3.7805559192518707,357
Philly Cheesesteak,Spicy BBQ Bacon Burger,0.007664380798709157,0.19437340153452687,3.7688827720304428,380
Pork Carnitas Bowl,Chicken Burrito,0.006756756756756757,0.19397799652576725,6.257273303674392,335
Everything Bagel with Cream Cheese,Avocado Toast,0.006232351754739815,0.19385194479297366,4.323517509147834,309
Philly Cheesesteak,Bacon Double Burger,0.007624041952400161,0.19335038363171356,3.516622164512237,378
Coca-Cola,Bacon Double Burger,0.005970149253731343,0.19295958279009126,3.509514348764756,296
Steak Fajitas,Chicken Enchiladas,0.006514723678902783,0.19101123595505617,6.1816821662217265,323
Chicken Burrito,Tortilla Chips,0.00590964098426785,0.19063109954456733,8.168962761814734,293
Mac & Cheese,Chicken Tenders (4pc),0.005062525211778943,0.19044006069802732,3.432213089570409,251
