antecedent,consequent,support,confidence,lift,count
Chardonnay (Glass),Grilled Atlantic Salmon,0.008969767366824767,0.5320574162679426,18.643364050189195,556
Coconut Water,Acai Berry Bowl,0.008679379214661375,0.5203094777562862,19.095265416341718,538
Grilled Asparagus,Grilled Atlantic Salmon,0.008969767366824767,0.48138528138528136,16.867805569218795,556
Miso Soup,California Roll,0.005694834317426516,0.4401496259351621,11.575356263562561,353
Kombucha (Ginger),Quinoa Power Bowl,0.008308327686897042,0.4360711261642676,17.216754666508464,515
Premium Cabernet Sauvignon (Glass),8oz Filet Mignon,0.006098151195431226,0.42711864406779665,19.03334023809234,378
Dragon Roll,Salmon Nigiri (2pc),0.012196302390862453,0.42046718576195774,10.74323123521876,756
French Fries,Hot Dog with Mustard,0.014438744232568645,0.41225241824044223,6.328350271682033,895
Miso Soup,Salmon Nigiri (2pc),0.005323782789662182,0.4114713216957606,10.513380604547987,330
Roasted Chickpeas,Quinoa Power Bowl,0.006194947246152357,0.40807651434644,16.111484597629573,384
Spicy Tuna Roll,California Roll,0.014374213532087891,0.3999102333931777,10.517113163813963,891
California Roll,Spicy Tuna Roll,0.014374213532087891,0.378022910479423,10.517113163813963,891
Edamame,Spicy Tuna Roll,0.006194947246152357,0.37281553398058254,10.372236844398737,384
Classic Margarita,Steak Fajitas,0.006275610621753299,0.36698113207547167,10.91016424596172,389
Orange Juice,Avocado Toast,0.011212209208530959,0.3640649554740702,8.105937618540128,695
Onion Rings,Spicy BBQ Bacon Burger,0.006324008647113864,0.3609576427255985,7.002917196240673,392
French Fries,Bacon Double Burger,0.012615751943987352,0.3602026715799171,6.5189847592854715,782
Tuna Sashimi (5pc),Spicy Tuna Roll,0.00832446036201723,0.3449197860962567,9.59613907583598,516
Fruit Smoothie,Oatmeal with Berries,0.0064853353983157485,0.3392405063291139,7.438331101986718,402
Cold Pressed Green Juice,Kale & Sweet Potato Salad,0.006114283870551415,0.33778966131907306,16.020068819069675,379
Vegan Buddha Bowl,Acai Berry Bowl,0.006098151195431226,0.3321616871704745,12.19027492063294,378
Matcha Green Tea Latte,Oatmeal with Berries,0.005001129287258413,0.328042328042328,7.192795099409885,310
Quinoa Power Bowl,Kombucha (Ginger),0.008308327686897042,0.3280254777070064,17.216754666508468,515
Cold Pressed Green Juice,Acai Berry Bowl,0.005888426418868777,0.3253119429590018,11.938890524722726,365
Cold Pressed Green Juice,Vegan Buddha Bowl,0.005807763043267834,0.320855614973262,17.476762873227255,360
Spicy Jalapeno Margarita,Steak Fajitas,0.006872519601200271,0.3207831325301205,9.536720984658055,426
Quinoa Power Bowl,Acai Berry Bowl,0.008082470235214403,0.31910828025477705,11.711217205371588,501
Acai Berry Bowl,Coconut Water,0.008679379214661375,0.3185316755476613,19.095265416341714,538
Garlic Mashed Potatoes,8oz Filet Mignon,0.005097925337979543,0.31695085255767297,14.124022679108496,316
Sapporo Draft,Dragon Roll,0.005178588713580486,0.3168805528134255,10.924448246214123,321
Kale & Sweet Potato Salad,Acai Berry Bowl,0.00667892749975801,0.31675592960979343,11.624886354524959,414
Vegan Buddha Bowl,Cold Pressed Green Juice,0.005807763043267834,0.3163444639718805,17.47676287322726,360
Herb-Crusted Rack of Lamb,Grilled Atlantic Salmon,0.006275610621753299,0.3160032493907392,11.07279673077126,389
Grilled Atlantic Salmon,Chardonnay (Glass),0.008969767366824767,0.31430186546071226,18.643364050189195,556
Grilled Atlantic Salmon,Grilled Asparagus,0.008969767366824767,0.31430186546071226,16.867805569218795,556
Grilled Tofu Wrap,Quinoa Power Bowl,0.005904559093988965,0.313893653516295,12.393001278255454,366
Kombucha (Ginger),Acai Berry Bowl,0.00595295711934953,0.3124470787468247,11.466752293191638,369
Salmon Nigiri (2pc),Dragon Roll,0.012196302390862453,0.3116240725474031,10.743231235218758,756
Vegan Buddha Bowl,Quinoa Power Bowl,0.005710966992546704,0.31107205623901585,12.281600304478749,354
Guacamole,Tortilla Chips,0.0054367115155035005,0.3083257090576395,13.468553489532658,337
Black Tea,Oatmeal with Berries,0.008356725712257606,0.3048852266038846,6.685042679967595,518
Cappuccino,Breakfast Sandwich (Egg & Cheese),0.006920917626560837,0.3029661016949153,7.29590395480226,429
Edamame,Vegetable Udon,0.004984996612138225,0.3,11.022999407231772,309
Sprite,Chicken Tenders (4pc),0.006243345271512922,0.2986111111111111,5.428066959921798,387
Acai Berry Bowl,Quinoa Power Bowl,0.008082470235214403,0.2966252220248668,11.711217205371588,501
8oz Filet Mignon,Grilled Atlantic Salmon,0.006614396799277256,0.29475197699496763,10.328149262866063,410
Peroni Beer,Margherita Pizza,0.007146775078243474,0.29357190192180255,9.71043111660878,443
Iced Latte,Avocado Toast,0.009437614945310232,0.2929394091136705,6.522321197313212,585
Hot Sake (Small),Tuna Sashimi (5pc),0.0057754976930274576,0.291293734743694,12.06960791565683,358
Grilled Tofu Wrap,Acai Berry Bowl,0.005468976865743878,0.29073756432247,10.670016969859459,339
Kale & Sweet Potato Salad,Cold Pressed Green Juice,0.006114283870551415,0.28997704667176744,16.020068819069675,379
Grilled Asparagus,8oz Filet Mignon,0.005356048139902559,0.28744588744588745,12.809216951273026,332
Dr Pepper,Bacon Double Burger,0.006695060174878198,0.2838577291381669,5.137286189301727,415
Kale & Sweet Potato Salad,Quinoa Power Bowl,0.00595295711934953,0.2823259372609028,11.146659584111033,369
Mac & Cheese,Philly Cheesesteak,0.007227438453844416,0.2775712515489467,6.946116915023419,448
Everything Bagel with Cream Cheese,Cold Brew Coffee,0.0089213693414642,0.2730864197530864,8.079968885353132,553
8oz Filet Mignon,Premium Cabernet Sauvignon (Glass),0.006098151195431226,0.2717469446441409,19.033340238092336,378
