customer_id,profile_transaction_match,archetype,price_tier,time_preference,day_preference,basket_size_bias,preferred_sections,preferred_categories,expected_visits,actual_visits,visit_gap,visit_ratio,under_engaged_flag,last_order_date,first_order_date,frequency,monetary,recency,customer_tenure_days,monetary_per_order,R_score,F_score,M_score,rfm_score,rfm_code,total_orders,avg_order_value,median_order_value,max_order_value,avg_basket_size,median_basket_size,avg_unique_items_per_order,avg_categories_per_order,avg_item_price,avg_discount_pct,discount_order_rate,total_discount_amount_est,payment_share_card,payment_share_cash,payment_share_mobile,preferred_payment_method,avg_order_hour,std_order_hour,weekend_order_rate,dow_share_friday,dow_share_monday,dow_share_saturday,dow_share_sunday,dow_share_thursday,dow_share_tuesday,dow_share_wednesday,meal_share_dinner,meal_share_late_night,meal_share_lunch,meal_share_morning,dominant_meal_period,dominant_day_of_week,category_share_alcohol,category_share_appetizer,category_share_bakery,category_share_beverage,category_share_dessert,category_share_food,category_share_main,category_share_side,section_share_american,section_share_cafe,section_share_healthy_vegan,section_share_italian,section_share_japanese,section_share_mexican,section_share_steakhouse,unique_items_bought,unique_categories_bought,unique_sections_bought,dominant_category,dominant_section,rfm_segment,gmm_cluster,kmeans_cluster,kmeans_segment_name,rfm_value_tier,hybrid_segment
1774,both,occasional,budget,lunch,weekday,large,"Healthy_Vegan,American","Bakery,Beverage",5.0,5.0,0.0,1.0,0,2024-08-07 12:30:00,2023-02-01 12:30:00,5.0,128.3,512.0,553.0,25.660000000000004,2,3,3,8,233,5.0,25.660000000000004,25.0,32.3,4.0,4.0,4.0,2.6,6.65,1.0,0.2,1.7000000000000002,0.8,0.0,0.2,card,11.8,0.4472135954999578,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.6,0.0,0.0,1.0,0.0,lunch,Wednesday,0.0,0.0,0.0,0.139360872954014,0.0389711613406079,0.0,0.7554169914263444,0.0662509742790335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,Main,American,At Risk,2,3,Mid-Value Occasional Discount-Sensitive,Mid-Value,Mid-Value | Mid-Value Occasional Discount-Sensitive
8384,both,one_timer,mid,lunch,weekday,medium,Healthy_Vegan,"Food,Alcohol",1.0,1.0,0.0,1.0,0,2023-07-03 12:00:00,2023-07-03 12:00:00,1.0,22.0,913.0,0.0,22.0,1,1,1,3,111,1.0,22.0,22.0,22.0,3.0,3.0,3.0,3.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,mobile,12.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,lunch,Monday,0.0,0.0,0.0,0.2272727272727272,0.0,0.0,0.5454545454545454,0.2272727272727272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,Main,Healthy_Vegan,Lost / Hibernating,2,3,Mid-Value Occasional Discount-Sensitive,Low-Value,Low-Value | Mid-Value Occasional Discount-Sensitive
5673,both,infrequent,mid,dinner,any,medium,"Steakhouse,Mexican","Main,Food",4.0,4.0,0.0,1.0,0,2023-10-06 20:30:00,2023-05-14 19:30:00,4.0,165.0,818.0,145.0,41.25,1,3,4,8,134,4.0,41.25,37.5,70.0,3.0,3.0,3.0,1.5,14.333333333333332,0.0,0.0,0.0,0.75,0.0,0.25,card,19.0,0.816496580927726,0.75,0.25,0.0,0.25,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dinner,Sunday,0.0727272727272727,0.0,0.0,0.0,0.0,0.0,0.8727272727272727,0.0545454545454545,0.0,0.0,0.0,0.3090909090909091,0.1454545454545454,0.1212121212121212,0.4242424242424242,12.0,3.0,4.0,Main,Steakhouse,Others,1,0,High-Value Inactive Large-Basket,Mid-Value,Mid-Value | High-Value Inactive Large-Basket
5385,both,infrequent,budget,dinner,weekend,medium,Steakhouse,"Main,Food",2.0,2.0,0.0,1.0,0,2024-07-28 20:30:00,2024-07-28 20:30:00,1.0,14.4,522.0,0.0,14.4,2,1,1,4,211,1.0,14.4,14.4,14.4,1.0,1.0,1.0,1.0,16.0,10.0,1.0,1.6,0.0,1.0,0.0,cash,20.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dinner,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Appetizer,Steakhouse,Lost / Hibernating,0,4,Low-Value Inactive Standard,Low-Value,Low-Value | Low-Value Inactive Standard
4013,both,occasional,premium,dinner,any,large,"American,Mexican","Dessert,Food,Alcohol",5.0,5.0,0.0,1.0,0,2024-08-16 20:00:00,2023-06-18 20:30:00,4.0,151.0,503.0,424.0,37.75,2,3,4,9,234,4.0,37.75,38.25,56.0,2.75,3.0,2.75,2.0,13.354166666666666,0.0,0.0,0.0,1.0,0.0,0.0,card,20.0,0.816496580927726,0.25,0.25,0.0,0.0,0.25,0.0,0.5,0.0,1.0,0.0,0.0,0.0,dinner,Tuesday,0.1357615894039735,0.119205298013245,0.0,0.0,0.0397350993377483,0.0,0.7052980132450332,0.0,0.1225165562913907,0.0,0.0,0.2748344370860927,0.0,0.2317880794701986,0.3708609271523179,11.0,4.0,4.0,Main,Steakhouse,At Risk,0,0,High-Value Inactive Large-Basket,Mid-Value,Mid-Value | High-Value Inactive Large-Basket
8991,both,one_timer,budget,dinner,any,large,Italian,"Food,Dessert",1.0,1.0,0.0,1.0,0,2023-03-22 20:30:00,2023-03-22 20:30:00,1.0,43.5,1016.0,0.0,43.5,1,1,2,4,112,1.0,43.5,43.5,43.5,5.0,5.0,5.0,3.0,8.7,0.0,0.0,0.0,0.0,0.0,1.0,mobile,20.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,dinner,Wednesday,0.5402298850574713,0.0,0.0,0.0,0.1379310344827586,0.0,0.3218390804597701,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,Alcohol,Italian,Lost / Hibernating,1,0,High-Value Inactive Large-Basket,Low-Value,Low-Value | High-Value Inactive Large-Basket
4813,both,infrequent,mid,dinner,weekend,small,Steakhouse,"Appetizer,Alcohol",2.0,2.0,0.0,1.0,0,2023-07-23 19:30:00,2023-01-14 21:00:00,2.0,38.0,893.0,189.0,19.0,1,2,2,5,122,2.0,19.0,19.0,24.0,1.5,1.5,1.5,1.5,13.0,0.0,0.0,0.0,0.5,0.0,0.5,card,20.0,1.4142135623730951,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dinner,Saturday,0.6578947368421053,0.0,0.0,0.0,0.0,0.0,0.3421052631578947,0.0,0.0,0.0,0.0,0.0,0.0,0.631578947368421,0.3684210526315789,3.0,2.0,2.0,Alcohol,Mexican,Lost / Hibernating,1,4,Low-Value Inactive Standard,Low-Value,Low-Value | Low-Value Inactive Standard
5583,both,infrequent,budget,dinner,any,medium,"Italian,American","Alcohol,Dessert,Bakery",3.0,3.0,0.0,1.0,0,2024-02-05 20:30:00,2023-06-09 18:30:00,3.0,68.0,696.0,241.0,22.666666666666668,2,2,2,6,222,3.0,22.666666666666668,26.0,31.0,2.333333333333333,2.0,2.333333333333333,2.0,9.888888888888888,0.0,0.0,0.0,1.0,0.0,0.0,card,19.33333333333333,1.1547005383792517,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dinner,Friday,0.088235294117647,0.0,0.0,0.0,0.088235294117647,0.0,0.75,0.0735294117647058,0.1617647058823529,0.0,0.0,0.8382352941176471,0.0,0.0,0.0,6.0,4.0,2.0,Main,Italian,Lost / Hibernating,3,4,Low-Value Inactive Standard,Low-Value,Low-Value | Low-Value Inactive Standard
6501,both,infrequent,budget,lunch,any,medium,Healthy_Vegan,"Food,Beverage",3.0,3.0,0.0,1.0,0,2024-03-28 12:30:00,2024-03-28 12:30:00,1.0,8.5,644.0,0.0,8.5,2,1,1,4,211,1.0,8.5,8.5,8.5,3.0,3.0,3.0,2.0,2.833333333333333,0.0,0.0,0.0,0.0,1.0,0.0,cash,12.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,lunch,Thursday,0.0,0.0,0.0,0.5882352941176471,0.0,0.0,0.0,0.4117647058823529,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,Beverage,American,Lost / Hibernating,2,3,Mid-Value Occasional Discount-Sensitive,Low-Value,Low-Value | Mid-Value Occasional Discount-Sensitive
9235,both,one_timer,budget,lunch,weekday,large,"Healthy_Vegan,American","Main,Beverage,Food",1.0,1.0,0.0,1.0,0,2023-03-10 12:00:00,2023-03-10 12:00:00,1.0,21.5,1028.0,0.0,21.5,1,1,1,3,111,1.0,21.5,21.5,21.5,5.0,5.0,5.0,3.0,4.3,0.0,0.0,0.0,0.0,1.0,0.0,cash,12.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,lunch,Friday,0.0,0.0,0.0,0.3720930232558139,0.0,0.0,0.4186046511627907,0.2093023255813953,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,Main,American,Lost / Hibernating,3,3,Mid-Value Occasional Discount-Sensitive,Low-Value,Low-Value | Mid-Value Occasional Discount-Sensitive
