customer_id,profile_transaction_match,archetype,price_tier,time_preference,day_preference,basket_size_bias,preferred_sections,preferred_categories,expected_visits,actual_visits,visit_gap,visit_ratio,under_engaged_flag,last_order_date,first_order_date,frequency,monetary,recency,customer_tenure_days,monetary_per_order,R_score,F_score,M_score,rfm_score,rfm_code,total_orders,avg_order_value,median_order_value,max_order_value,avg_basket_size,median_basket_size,avg_unique_items_per_order,avg_categories_per_order,avg_item_price,avg_discount_pct,discount_order_rate,total_discount_amount_est,payment_share_card,payment_share_cash,payment_share_mobile,preferred_payment_method,avg_order_hour,std_order_hour,weekend_order_rate,dow_share_friday,dow_share_monday,dow_share_saturday,dow_share_sunday,dow_share_thursday,dow_share_tuesday,dow_share_wednesday,meal_share_dinner,meal_share_late_night,meal_share_lunch,meal_share_morning,dominant_meal_period,dominant_day_of_week,category_share_alcohol,category_share_appetizer,category_share_bakery,category_share_beverage,category_share_dessert,category_share_food,category_share_main,category_share_side,section_share_american,section_share_cafe,section_share_healthy_vegan,section_share_italian,section_share_japanese,section_share_mexican,section_share_steakhouse,unique_items_bought,unique_categories_bought,unique_sections_bought,dominant_category,dominant_section,rfm_segment,gmm_cluster,kmeans_cluster,kmeans_segment_name,rfm_value_tier,hybrid_segment
1774,both,occasional,budget,lunch,weekday,large,"Healthy_Vegan,American","Bakery,Beverage",5.0,5.0,0.0,1.0,0,2024-08-07 12:30:00,2023-02-01 12:30:00,5.0,128.3,512.0,553.0,25.660000000000004,2,3,3,8,233,5.0,25.660000000000004,25.0,32.3,4.0,4.0,4.0,2.6,6.65,1.0,0.2,1.7000000000000002,0.8,0.0,0.2,card,11.8,0.4472135954999578,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.6,0.0,0.0,1.0,0.0,lunch,Wednesday,0.0,0.0,0.0,0.139360872954014,0.0389711613406079,0.0,0.7554169914263444,0.0662509742790335,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,4.0,1.0,Main,American,At Risk,2,3,Mid-Value Occasional Discount-Sensitive,Mid-Value,Mid-Value | Mid-Value Occasional Discount-Sensitive
447,both,regular,premium,morning,any,medium,Cafe,"Appetizer,Food,Dessert",22.0,16.0,6.0,0.7272727272727273,1,2025-12-05 19:00:00,2023-01-08 20:00:00,16.0,288.87,27.0,1061.0,18.054375,5,5,5,15,555,16.0,18.054375,16.625,38.0,3.0,3.0,3.0,2.25,6.527083333333334,2.5,0.25,7.637499999999999,0.625,0.3125,0.0625,card,11.125,5.226534862283678,0.4375,0.1875,0.0625,0.25,0.1875,0.0625,0.125,0.125,0.25,0.0,0.0,0.75,morning,Saturday,0.0346176480769896,0.0,0.137120504032956,0.1906740056080589,0.0,0.3183092740679198,0.3071623913871291,0.0121161768269463,0.0897635614636341,0.6461037837089347,0.0,0.0951985322117215,0.1689341226157094,0.0,0.0,26.0,6.0,4.0,Food,Cafe,Champions,4,2,Low-Value Frequent Weekend-Oriented,High-Value,High-Value | Low-Value Frequent Weekend-Oriented
8384,both,one_timer,mid,lunch,weekday,medium,Healthy_Vegan,"Food,Alcohol",1.0,1.0,0.0,1.0,0,2023-07-03 12:00:00,2023-07-03 12:00:00,1.0,22.0,913.0,0.0,22.0,1,1,1,3,111,1.0,22.0,22.0,22.0,3.0,3.0,3.0,3.0,7.333333333333333,0.0,0.0,0.0,0.0,0.0,1.0,mobile,12.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,lunch,Monday,0.0,0.0,0.0,0.2272727272727272,0.0,0.0,0.5454545454545454,0.2272727272727272,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,Main,Healthy_Vegan,Lost / Hibernating,2,3,Mid-Value Occasional Discount-Sensitive,Low-Value,Low-Value | Mid-Value Occasional Discount-Sensitive
6651,both,infrequent,premium,morning,any,medium,Cafe,"Dessert,Beverage,Main",4.0,4.0,0.0,1.0,0,2025-03-27 07:00:00,2024-05-21 10:00:00,4.0,54.13,280.0,309.0,13.5325,3,3,2,8,332,4.0,13.5325,12.69,18.5,2.75,3.0,2.75,2.0,5.208333333333334,3.75,0.25,2.3625,0.5,0.5,0.0,card,8.25,1.4999999999999998,0.0,0.25,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.0,1.0,morning,Friday,0.0,0.0,0.1339368187696286,0.3946055791612784,0.0,0.4714576020690929,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,Food,Cafe,Others,4,2,Low-Value Frequent Weekend-Oriented,Mid-Value,Mid-Value | Low-Value Frequent Weekend-Oriented
189,both,regular,mid,flexible,any,medium,Cafe,"Beverage,Appetizer",16.0,10.0,6.0,0.625,1,2025-12-20 09:00:00,2023-07-30 11:30:00,10.0,198.18,12.0,873.0,19.818,5,4,4,13,544,10.0,19.818,16.34,41.5,3.2,3.0,3.2,1.9,5.961666666666667,1.0,0.1,1.825,0.4,0.3,0.3,card,12.1,5.130518708885313,0.6,0.0,0.1,0.4,0.2,0.0,0.2,0.1,0.3,0.0,0.2,0.5,morning,Saturday,0.0,0.0807346856393178,0.0428903017458875,0.3329296599051367,0.0,0.0691290745786658,0.474316278130992,0.0,0.3784438389343021,0.3793521041477445,0.0,0.0,0.1412856998688061,0.1009183570491472,0.0,25.0,5.0,4.0,Main,Cafe,Champions,2,1,High-Value Frequent Discount-Sensitive,High-Value,High-Value | High-Value Frequent Discount-Sensitive
65,both,regular,mid,dinner,any,small,"Steakhouse,American","Appetizer,Main",17.0,17.0,0.0,1.0,0,2025-06-13 20:00:00,2023-01-27 12:30:00,17.0,613.75,202.0,868.0,36.10294117647059,3,5,5,13,355,17.0,36.10294117647059,26.0,96.0,2.0588235294117645,2.0,2.0588235294117645,1.6470588235294117,17.24264705882353,0.8823529411764706,0.0588235294117647,14.25,0.5882352941176471,0.1764705882352941,0.2352941176470588,card,19.058823529411764,1.9193289268418177,0.5294117647058824,0.1176470588235294,0.1176470588235294,0.1764705882352941,0.3529411764705882,0.1176470588235294,0.1176470588235294,0.0,0.9411764705882352,0.0,0.0588235294117647,0.0,dinner,Sunday,0.0162932790224032,0.1521792260692464,0.0,0.0089613034623217,0.0081466395112016,0.0,0.7818329938900204,0.0325865580448065,0.1156822810590631,0.0,0.0,0.0496945010183299,0.0,0.090427698574338,0.7441955193482689,24.0,6.0,4.0,Main,Steakhouse,Loyal Customers,1,1,High-Value Frequent Discount-Sensitive,High-Value,High-Value | High-Value Frequent Discount-Sensitive
4703,both,infrequent,mid,morning,any,medium,Cafe,"Main,Bakery,Appetizer",4.0,4.0,0.0,1.0,0,2025-01-26 09:00:00,2023-12-27 08:00:00,4.0,44.86,340.0,396.0,11.215,3,3,2,8,332,4.0,11.215,11.905,13.25,2.75,3.0,2.75,2.0,4.364583333333333,6.25,0.5,2.625,0.25,0.5,0.25,cash,8.75,0.9574271077563384,0.5,0.0,0.0,0.25,0.25,0.0,0.0,0.5,0.0,0.0,0.0,1.0,morning,Wednesday,0.0,0.0,0.4233169861792243,0.3559964333481943,0.0,0.2206865804725813,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,1.0,Bakery,Cafe,Others,2,2,Low-Value Frequent Weekend-Oriented,Mid-Value,Mid-Value | Low-Value Frequent Weekend-Oriented
1294,both,regular,mid,dinner,weekday,medium,"Mexican,American","Beverage,Side",22.0,22.0,0.0,1.0,0,2025-08-10 21:00:00,2023-02-16 18:00:00,22.0,660.87,144.0,906.0,30.03954545454545,4,5,5,14,455,22.0,30.03954545454545,19.25,120.0,2.9545454545454546,3.0,2.9545454545454546,2.0454545454545454,10.275,3.409090909090909,0.2727272727272727,15.125,0.5454545454545454,0.0909090909090909,0.3636363636363636,card,18.90909090909091,2.3484359721209165,0.1818181818181818,0.0909090909090909,0.0909090909090909,0.0454545454545454,0.1363636363636363,0.2727272727272727,0.1363636363636363,0.2272727272727272,0.9090909090909092,0.0,0.0909090909090909,0.0,dinner,Thursday,0.0799703421247749,0.0136184120931499,0.0,0.0354078714421898,0.0386611587755534,0.0,0.672552847004706,0.1597893685596259,0.1605459470092453,0.0,0.0,0.0983551984505273,0.0,0.3537306883350735,0.3873681662051538,45.0,6.0,4.0,Main,Steakhouse,Champions,1,1,High-Value Frequent Discount-Sensitive,High-Value,High-Value | High-Value Frequent Discount-Sensitive
5385,both,infrequent,budget,dinner,weekend,medium,Steakhouse,"Main,Food",2.0,2.0,0.0,1.0,0,2024-07-28 20:30:00,2024-07-28 20:30:00,1.0,14.4,522.0,0.0,14.4,2,1,1,4,211,1.0,14.4,14.4,14.4,1.0,1.0,1.0,1.0,16.0,10.0,1.0,1.6,0.0,1.0,0.0,cash,20.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dinner,Sunday,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,Appetizer,Steakhouse,Lost / Hibernating,0,4,Low-Value Inactive Standard,Low-Value,Low-Value | Low-Value Inactive Standard
950,both,regular,budget,flexible,weekend,medium,"Healthy_Vegan,Japanese","Alcohol,Side,Appetizer",15.0,14.0,1.0,0.9333333333333332,1,2025-12-21 19:00:00,2023-01-08 12:00:00,14.0,357.75,11.0,1078.0,25.553571428571427,5,5,5,15,555,14.0,25.553571428571427,24.75,49.0,2.857142857142857,3.0,2.857142857142857,2.142857142857143,8.9375,0.0,0.0,0.0,0.3571428571428571,0.3571428571428571,0.2857142857142857,card,16.071428571428573,4.410900583332609,0.7142857142857143,0.0,0.0714285714285714,0.2857142857142857,0.4285714285714285,0.0714285714285714,0.0,0.1428571428571428,0.5714285714285714,0.0,0.3571428571428571,0.0714285714285714,dinner,Sunday,0.1621243885394828,0.0559049615653389,0.0244584206848357,0.0587002096436058,0.0,0.0265548567435359,0.5716282320055905,0.10062893081761,0.0461215932914046,0.0314465408805031,0.2208245981830887,0.1146051712089448,0.3773584905660377,0.0,0.2096436058700209,35.0,7.0,6.0,Main,Japanese,Champions,4,1,High-Value Frequent Discount-Sensitive,High-Value,High-Value | High-Value Frequent Discount-Sensitive
