mae,rmse,mape,smape,wape,mase,r2,bias,item_name,split,n_predictions
2.381508328993291,3.235158128501495,0.4100211381536566,0.2951536417371027,0.27157551120098933,0.7199908901607625,0.03026538833707726,0.6552290801114136,14oz Ribeye,val,13
1.9947018132127508,2.447094206622645,0.24066221559870396,0.2231819467106525,0.20744898857412608,0.5459183909845423,0.1980842793355363,0.5134563908879606,8oz Filet Mignon,val,13
2.2012350811537282,3.4493683379143403,0.4848448475147112,0.29798040331014974,0.33665948299998194,0.5610991383333033,-0.5587488265677549,-0.7868209288880952,Acai Berry Bowl,val,13
1.4771949956301558,1.844319023083208,0.20327648105321228,0.19401752375427267,0.19203534943192024,0.44401236862871735,0.7027633715846872,0.29818775499290645,Almond Croissant,val,13
2.4853326705710463,3.2914080149394196,0.9669459267092135,0.5519128290281659,0.5296610609413704,0.9502742563948118,-0.014877481051252195,-0.015168532597470743,Apple Pie,val,13
3.3224045913692923,3.5511563282167717,0.42762038357631754,0.32085067675217327,0.2649770532993914,0.5817004671757683,0.578812212609417,-0.5937820273182773,Avocado Toast,val,13
3.574859117603104,4.5247139054245755,0.22888480884239157,0.1991656379530067,0.20382968653000155,0.6135071752982225,0.08612174551392382,-1.4085997028019708,Bacon Double Burger,val,13
3.0607188699238863,3.8609234128186527,0.38260225986493346,0.2667429384777613,0.22736768748006012,0.7543003850049388,0.4077956506015378,0.26851551685086356,Beef Lasagna,val,13
3.3385323273468646,3.855617925047915,0.24357043533644182,0.23964368156377522,0.23716349866398492,0.7614196536054252,0.10910693628096335,0.6478256848483162,Beef Tacos (3pc),val,13
2.384584745814976,2.9305931174520077,0.22906627473413696,0.24546211937130508,0.2198553311744304,0.596146186453744,0.5765940643554126,1.039357288233253,Black Tea,val,13
2.33928600663743,2.8055547985533034,0.25606015570203744,0.23663099390386858,0.22197604442544955,0.5243227256256309,0.6929311458959271,0.23427570489355867,Blueberry Muffin,val,13
2.211292206669453,2.669461199701753,0.3854134448184989,0.2762454251598813,0.19293153481008649,0.43391394244079834,0.6507256660833765,-0.5281757417970259,Breakfast Sandwich (Egg & Cheese),val,13
1.5141389303096775,1.8556221418234873,0.6709813740989226,0.39995941433046317,0.39367612188051615,0.6906598629482739,-0.328592162363297,-0.5659201989282576,Bruschetta,val,13
2.739401432118211,3.2910088091769683,0.42083382497432564,0.3374096165138061,0.31796623765657805,0.8581257498201624,0.2309265176589963,-0.24596595335678564,Buffalo Wings (10pc),val,13
2.2872363178990964,2.696013791656206,0.3302560460972069,0.43409574002698204,0.3163199163051942,0.6681813962401855,0.4516183608699642,-0.043895858409416184,Butter Croissant,val,13
4.071084928535485,4.348188404476645,0.48083626343061625,0.3683002670488361,0.38074895015080074,0.9710844783662624,-0.2242296803599424,-2.2520204924559453,California Roll,val,13
1.2137379841438354,1.4090052270519933,0.7093619269809049,0.4736420558149898,0.47813920587484426,0.7172088088122663,-0.11097674949110226,-0.298249984690506,Cannoli,val,13
3.1745974512891593,3.838954654465394,0.6697456034955158,0.442609933057159,0.3497437870064328,0.8052637437416403,0.4509149449298908,0.5679752526781162,Cappuccino,val,13
2.230728512332505,2.4072663260016207,1.4488207016777288,0.8283985043858159,0.9354667954942761,0.892291404933002,-0.6002342594230832,-1.5031231482475724,Caprese Salad,val,13
1.8749075156056467,2.094139932025156,0.8664127572982976,0.522305937241529,0.47791760201712563,0.8404757828577036,-0.11954127987687735,-0.33021644810095313,Caramel Flan,val,13
2.2264732346282603,2.714932826769634,0.41814195216479316,0.305616419570789,0.24951855215661536,0.6326590612058445,0.6211449565376341,0.44980798734913996,Caramel Macchiato,val,13
1.4848487198599936,1.7975310582204769,0.6962349929869831,0.4084999569021679,0.419631159960433,0.58054235663699,-0.5425393389552582,-0.87215589342068,Chardonnay (Glass),val,13
