mae,rmse,mape,smape,wape,mase,r2,bias,item_name,split,n_predictions
2.5448445871287957,3.5460748477852255,0.399402784920135,0.31492528744650056,0.29020157572521355,0.936139258836664,-0.1650851500055135,1.4132307507839725,14oz Ribeye,val,13
2.2840116451603056,2.9993042443329943,0.2540070751739778,0.25580406322214294,0.23753721109667178,0.6838755798009055,-0.2046708284964276,0.9175927091380752,8oz Filet Mignon,val,13
3.417998085968221,4.104055217386048,0.8008469534990312,0.4847522866511318,0.5227526484421985,0.8422339781213558,-1.2065988367618337,-3.118197827567765,Acai Berry Bowl,val,13
2.9533130770991884,3.2710945358209527,0.5637954203061444,0.4026191830962339,0.3839307000228945,0.8691178484034755,0.06498963333767849,-1.1825841570293592,Almond Croissant,val,13
2.53283167748368,3.2725488760685364,0.9704550777215609,0.5651759170008159,0.5397838001194728,1.0870069282534127,-0.0032806921937400535,0.05533159509548756,Apple Pie,val,13
6.54561746465156,7.516937554487685,1.1240124781867253,0.4956637669503755,0.5220431106777318,1.2325385719544986,-0.8872006291449352,-5.303684721047029,Avocado Toast,val,13
6.4395206076538,7.304447832324332,0.44383034252507064,0.33890765569540654,0.3671656486820149,1.0784888172168154,-1.3816661185525487,-5.5635053043240905,Bacon Double Burger,val,13
4.13739913376798,4.952945904265906,0.46764935096619664,0.3479132948827087,0.30734964993704994,0.9933615635853191,0.025422482588442485,1.5675154376059315,Beef Lasagna,val,13
3.615268020756859,4.073992085441489,0.2632347648733948,0.2601566103013721,0.25682231841442166,0.8166065924077993,0.0053324306494531015,0.6503349707582647,Beef Tacos (3pc),val,13
3.5509008903456523,4.322277228171142,0.4637097711980939,0.35303486346455604,0.3273880253510176,0.9259311182420308,0.07897561438705047,0.15662369492929373,Black Tea,val,13
4.528401645048108,5.524967353915701,0.8322828745585744,0.4581193972730781,0.42970234588047745,1.0296365771301437,-0.19085172212603663,-2.841252603746298,Blueberry Muffin,val,13
4.524148285684817,6.2915010111269805,1.0238127929535552,0.4074741722202067,0.394724347073172,0.8661473483746025,-0.9401173029115422,-4.3442783632576045,Breakfast Sandwich (Egg & Cheese),val,13
1.782643595844193,2.1606601197300503,0.8254009803834634,0.4465027861390488,0.4634873349194902,0.728620199888698,-0.8012977485288286,-1.1088441255249781,Bruschetta,val,13
3.3564008504594023,4.063074559927797,0.5747166855747617,0.39344299731357313,0.38958224157118065,0.8933056527062492,-0.17224754396680053,-1.1884523397002336,Buffalo Wings (10pc),val,13
3.4341323210429087,4.040667101024728,0.6485747203023219,0.5225507778453523,0.47493319333572137,0.8187861783968047,-0.2318131316965648,-2.3274715472829635,Butter Croissant,val,13
6.484833821926395,7.301245109856779,0.825462003127432,0.5133931865475904,0.6064952495326843,1.6291167894107772,-2.4517557264601817,-6.153405006332592,California Roll,val,13
1.3757396449704145,1.5234847938721814,0.8488658777120316,0.523691919828066,0.541958041958042,0.8335363731291335,-0.2988410596026494,-0.7307692307692307,Cannoli,val,13
4.20772572068445,5.068817721966094,1.267590108797293,0.5223969874678227,0.463563003126253,1.1375216515236177,0.042746403516431886,-0.668962107878476,Cappuccino,val,13
2.3498103015168548,2.624519917997939,1.6241037732776684,0.8370787424905561,0.9854043199909391,1.043234745932052,-0.9021073712329688,-1.7949154441637418,Caprese Salad,val,13
1.797337278106509,2.00009245348439,0.7406065088757395,0.5116213112050615,0.45814479638009054,0.8084093434278184,-0.021242447129909303,0.28846153846153894,Caramel Flan,val,13
3.4652366863905333,4.410946996095834,1.0215279349764208,0.44261352558071887,0.38834549071618046,0.9942043974880918,-4.276916058376656e-05,-0.028846153846153574,Caramel Macchiato,val,13
1.2296645390865963,1.5412263543816782,0.5284826050899555,0.358858568063319,0.3475138914809946,0.41121898547376434,-0.1340084636990615,-0.6435694016147541,Chardonnay (Glass),val,13
4.463856588535306,5.12649035337112,0.5120784557269606,0.3682178631326136,0.3649694066098048,1.0717417916529988,-0.27335798881938356,-2.3752578994225635,Cheese Quesadilla,val,13
2.4642615034349498,3.762455941599026,0.19537619140184329,0.1842825354424012,0.19182873978834938,0.6474972827903057,-0.0018327581273342997,-0.16092606277702315,Chicken Burrito,val,13
3.1836488379042382,3.974172974212084,0.2661008351967018,0.24782940348030008,0.25391064351383497,0.8197895757603414,0.0370870887107303,-0.13352343182752405,Chicken Enchiladas,val,13
5.727849331126455,6.713183087173323,0.40510899691790236,0.3152320783420142,0.32516175242202583,1.0102200018938783,-0.5374028644252684,-3.33077315961184,Chicken Tenders (4pc),val,13
1.7289407297040202,2.0890277544181397,0.3583938543131561,0.2717764233709616,0.27079794561629233,0.5412793165942678,-0.6173733465466025,-1.2721827309077105,Chicken Teriyaki Bento,val,13
